GeoID,GeoType,TimePeriodID,Value,CI,Borough,GeoTypeDesc,Geography,Lat,Long,TimePeriod,Indicator
811306,NTA2020,300,37.9262,,Queens,Neighborhood Tabulation Area,Springfield Gardens (South)-Brookville,40.6602,-73.7615,2017-21,Rent-burdened households: Percent (%)
811307,NTA2020,300,60.6173,,Queens,Neighborhood Tabulation Area,Rosedale,40.659,-73.7357,2017-21,Rent-burdened households: Percent (%)
811401,NTA2020,300,55.4699,,Queens,Neighborhood Tabulation Area,Far Rockaway-Bayswater,40.6017,-73.7566,2017-21,Rent-burdened households: Percent (%)
811402,NTA2020,300,48.4618,,Queens,Neighborhood Tabulation Area,Rockaway Beach-Arverne-Edgemere,40.5916,-73.7963,2017-21,Rent-burdened households: Percent (%)
811403,NTA2020,300,46.1753,,Queens,Neighborhood Tabulation Area,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,40.5782,-73.8606,2017-21,Rent-burdened households: Percent (%)
850101,NTA2020,300,52.8945,,Staten Island,Neighborhood Tabulation Area,St. George-New Brighton,40.6422,-74.0855,2017-21,Rent-burdened households: Percent (%)
850102,NTA2020,300,55.8045,,Staten Island,Neighborhood Tabulation Area,Tompkinsville-Stapleton-Clifton-Fox Hills,40.6261,-74.0788,2017-21,Rent-burdened households: Percent (%)
850103,NTA2020,300,50.989,,Staten Island,Neighborhood Tabulation Area,Rosebank-Shore Acres-Park Hill,40.6117,-74.0728,2017-21,Rent-burdened households: Percent (%)
850104,NTA2020,300,44.3784,,Staten Island,Neighborhood Tabulation Area,West New Brighton-Silver Lake-Grymes Hill,40.6281,-74.1013,2017-21,Rent-burdened households: Percent (%)
850105,NTA2020,300,40.4607,,Staten Island,Neighborhood Tabulation Area,Westerleigh-Castleton Corners,40.617,-74.1288,2017-21,Rent-burdened households: Percent (%)
850106,NTA2020,300,54.1306,,Staten Island,Neighborhood Tabulation Area,Port Richmond,40.6338,-74.1332,2017-21,Rent-burdened households: Percent (%)
850107,NTA2020,300,55.3311,,Staten Island,Neighborhood Tabulation Area,Mariner's Harbor-Arlington-Graniteville,40.6313,-74.1674,2017-21,Rent-burdened households: Percent (%)
850201,NTA2020,300,46.6696,,Staten Island,Neighborhood Tabulation Area,Grasmere-Arrochar-South Beach-Dongan Hills,40.5935,-74.0813,2017-21,Rent-burdened households: Percent (%)
850202,NTA2020,300,51.8906,,Staten Island,Neighborhood Tabulation Area,New Dorp-Midland Beach,40.5743,-74.1016,2017-21,Rent-burdened households: Percent (%)
850203,NTA2020,300,60.9765,,Staten Island,Neighborhood Tabulation Area,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,40.5897,-74.1283,2017-21,Rent-burdened households: Percent (%)
850204,NTA2020,300,41.6807,,Staten Island,Neighborhood Tabulation Area,New Springville-Willowbrook-Bulls Head-Travis,40.6037,-74.1755,2017-21,Rent-burdened households: Percent (%)
850301,NTA2020,300,54.5932,,Staten Island,Neighborhood Tabulation Area,Oakwood-Richmondtown,40.562,-74.1226,2017-21,Rent-burdened households: Percent (%)
850302,NTA2020,300,33.6105,,Staten Island,Neighborhood Tabulation Area,Great Kills-Eltingville,40.5503,-74.155,2017-21,Rent-burdened households: Percent (%)
850303,NTA2020,300,33.6247,,Staten Island,Neighborhood Tabulation Area,Arden Heights-Rossville,40.5526,-74.1969,2017-21,Rent-burdened households: Percent (%)
850304,NTA2020,300,49.6175,,Staten Island,Neighborhood Tabulation Area,Annadale-Huguenot-Prince's Bay-Woodrow,40.5284,-74.198,2017-21,Rent-burdened households: Percent (%)
850305,NTA2020,300,54.9007,,Staten Island,Neighborhood Tabulation Area,Tottenville-Charleston,40.5246,-74.2355,2017-21,Rent-burdened households: Percent (%)
